UserId,ItemId
68,959
68,20264
68,607
68,10949
68,21597
68,3144
68,17055
68,685
68,4232
68,20182
69,1002
69,21659
69,630
69,11015
69,21865
69,3144
69,17055
69,685
69,4232
69,20182
70,959
70,21659
70,630
70,11015
70,21865
70,3144
70,17055
70,685
70,4232
70,20182
71,959
71,20264
71,607
71,10949
71,21597
71,3125
71,14106
71,683
71,4232
71,20182
72,959
72,21659
72,630
72,11015
72,21865
72,3144
72,17055
72,685
72,4232
72,20182
73,959
73,20264
73,607
73,10949
73,21597
73,3125
73,14106
73,683
73,4124
73,20182
74,959
74,20264
74,607
74,10949
74,21597
74,3125
74,14106
74,685
74,4232
74,20182
75,959
75,20264
75,630
75,11015
75,21865
75,3144
75,17055
75,685
75,4232
75,20182
76,959
76,20264
76,630
76,11015
76,21865
76,3144
76,17055
76,685
76,4232
76,20182
77,959
77,20264
77,607
77,10949
77,21597
77,3125
77,14106
77,685
77,4232
77,20182
78,959
78,20264
78,630
78,11015
78,21865
78,3144
78,17055
78,685
78,4232
78,20182
79,959
79,21659
79,630
79,11015
79,21865
79,3144
79,17055
79,685
79,4232
79,20182
80,959
80,20264
80,607
80,10949
80,21597
80,3125
80,17055
80,685
80,4232
80,20182
81,959
81,20264
81,607
81,10949
81,21865
81,3144
81,17055
81,685
81,4232
81,20182
82,959
82,20264
82,607
82,10949
82,21597
82,3144
82,17055
82,685
82,4232
82,20182
83,959
83,20264
83,607
83,10949
83,21597
83,3125
83,17055
83,685
83,4232
83,20182
84,959
84,20264
84,630
84,11015
84,21865
84,3144
84,17055
84,685
84,4232
84,20182
85,959
85,20264
85,607
85,10949
85,21865
85,3144
85,17055
85,685
85,4232
85,20182
86,959
86,21659
86,630
86,11015
86,21865
86,3144
86,17055
86,685
86,4232
86,20182
87,1002
87,21659
87,630
87,11015
87,21865
87,3144
87,17055
87,685
87,4232
87,20182
88,959
88,20264
88,630
88,11015
88,21865
88,3144
88,17055
88,685
88,4232
88,20182
89,1002
89,21659
89,630
89,11015
89,21865
89,3144
89,17055
89,685
89,4232
89,20182
90,959
90,20264
90,630
90,11015
90,21865
90,3144
90,17055
90,685
90,4232
90,20182
91,959
91,21659
91,630
91,11015
91,21865
91,3144
91,17055
91,685
91,4232
91,20182
92,959
92,20264
92,630
92,11015
92,21865
92,3144
92,17055
92,685
92,4232
92,20182
93,959
93,20264
93,630
93,11015
93,21865
93,3144
93,17055
93,685
93,4232
93,20182
94,959
94,20264
94,630
94,11015
94,21865
94,3144
94,17055
94,685
94,4232
94,20182
95,959
95,21659
95,630
95,11015
95,21865
95,3144
95,17055
95,685
95,4232
95,20182
96,959
96,20264
96,630
96,11015
96,21865
96,3144
96,17055
96,685
96,4232
96,20182
97,1002
97,21659
97,630
97,11015
97,21865
97,3144
97,17055
97,685
97,4232
97,20182
98,959
98,20264
98,607
98,10949
98,21597
98,3125
98,14106
98,685
98,4232
98,20182
99,959
99,20264
99,630
99,11015
99,21865
99,3144
99,17055
99,685
99,4232
99,20182
100,959
100,20264
100,607
100,10949
100,21597
100,3125
100,14106
100,685
100,4232
100,20182
101,1002
101,21659
101,630
101,11015
101,21865
101,3144
101,17055
101,685
101,4232
101,20182
102,959
102,20264
102,607
102,10949
102,21597
102,3144
102,17055
102,685
102,4232
102,20182
103,959
103,20264
103,607
103,10949
103,21597
103,3125
103,14106
103,683
103,4124
103,20182
104,959
104,20264
104,607
104,10949
104,21597
104,3125
104,14106
104,683
104,4124
104,20182
105,959
105,21659
105,630
105,11015
105,21865
105,3144
105,17055
105,685
105,4232
105,20182
106,959
106,20264
106,607
106,10949
106,21865
106,3144
106,17055
106,685
106,4232
106,20182
107,1002
107,21659
107,630
107,11015
107,21865
107,3144
107,17055
107,685
107,4232
107,20182
108,959
108,20264
108,607
108,10949
108,21865
108,3144
108,17055
108,685
108,4232
108,20182
109,959
109,21659
109,630
109,11015
109,21865
109,3144
109,17055
109,685
109,4232
109,20182
110,959
110,20264
110,607
110,10949
110,21597
110,3125
110,14106
110,685
110,4232
110,20182
111,959
111,21659
111,630
111,11015
111,21865
111,3144
111,17055
111,685
111,4232
111,20182
112,1002
112,21659
112,630
112,11015
112,21865
112,3144
112,17055
112,685
112,4232
112,20182
113,959
113,21659
113,630
113,11015
113,21865
113,3144
113,17055
113,685
113,4232
113,20182
114,959
114,20264
114,607
114,10949
114,21597
114,3125
114,14106
114,683
114,4124
114,20182
115,959
115,20264
115,630
115,11015
115,21865
115,3144
115,17055
115,685
115,4232
115,20182
116,959
116,20264
116,607
116,10949
116,21597
116,3125
116,14106
116,685
116,4232
116,20182
117,959
117,20264
117,607
117,10949
117,21597
117,3125
117,14106
117,685
117,4232
117,20182
118,959
118,20264
118,607
118,10949
118,21597
118,3125
118,14106
118,683
118,4124
118,20182
119,959
119,21659
119,630
119,11015
119,21865
119,3144
119,17055
119,685
119,4232
119,20182
120,959
120,20264
120,607
120,10949
120,21597
120,3125
120,14106
120,683
120,4124
120,20182
121,959
121,20264
121,630
121,11015
121,21865
121,3144
121,17055
121,685
121,4232
121,20182
122,959
122,21659
122,630
122,11015
122,21865
122,3144
122,17055
122,685
122,4232
122,20182
123,1002
123,21659
123,630
123,11015
123,21865
123,3144
123,17055
123,685
123,4232
123,20182
124,959
124,21659
124,630
124,11015
124,21865
124,3144
124,17055
124,685
124,4232
124,20182
125,959
125,21659
125,630
125,11015
125,21865
125,3144
125,17055
125,685
125,4232
125,20182
126,959
126,20264
126,630
126,11015
126,21865
126,3144
126,17055
126,685
126,4232
126,20182
127,959
127,20264
127,607
127,10949
127,21865
127,3144
127,17055
127,685
127,4232
127,20182
128,959
128,21659
128,630
128,11015
128,21865
128,3144
128,17055
128,685
128,4232
128,20182
129,959
129,20264
129,607
129,11015
129,21865
129,3144
129,17055
129,685
129,4232
129,20182
130,959
130,20264
130,607
130,10949
130,21597
130,3144
130,17055
130,685
130,4232
130,20182
131,959
131,20264
131,607
131,10949
131,21597
131,3125
131,14106
131,685
131,4232
131,20182
132,959
132,20264
132,607
132,10949
132,21597
132,3125
132,14106
132,683
132,4124
132,20182
133,1002
133,21659
133,630
133,11015
133,21865
133,3144
133,17055
133,685
133,4232
133,20182
134,959
134,20264
134,607
134,10949
134,21597
134,3125
134,14106
134,683
134,4124
134,20182
135,959
135,20264
135,607
135,10949
135,21597
135,3125
135,14106
135,685
135,4232
135,20182
136,959
136,20264
136,607
136,10949
136,21597
136,3125
136,14106
136,683
136,4124
136,20182
137,959
137,20264
137,607
137,11015
137,21865
137,3144
137,17055
137,685
137,4232
137,20182
138,959
138,20264
138,630
138,11015
138,21865
138,3144
138,17055
138,685
138,4232
138,20182
139,1002
139,21659
139,630
139,11015
139,21865
139,3144
139,17055
139,685
139,4232
139,20182
140,959
140,20264
140,630
140,11015
140,21865
140,3144
140,17055
140,685
140,4232
140,20182
141,959
141,20264
141,607
141,10949
141,21597
141,3125
141,14106
141,683
141,4124
141,20182
142,959
142,20264
142,607
142,10949
142,21597
142,3125
142,14106
142,683
142,4124
142,20182
143,959
143,20264
143,630
143,11015
143,21865
143,3144
143,17055
143,685
143,4232
143,20182
144,959
144,20264
144,630
144,11015
144,21865
144,3144
144,17055
144,685
144,4232
144,20182
145,959
145,20264
145,630
145,11015
145,21865
145,3144
145,17055
145,685
145,4232
145,20182
146,959
146,20264
146,607
146,10949
146,21597
146,3144
146,17055
146,685
146,4232
146,20182
147,959
147,20264
147,630
147,11015
147,21865
147,3144
147,17055
147,685
147,4232
147,20182
148,959
148,20264
148,607
148,10949
148,21597
148,3125
148,14106
148,685
148,4232
148,20182
149,959
149,20264
149,607
149,10949
149,21597
149,3125
149,14106
149,683
149,4124
149,20182
150,1002
150,21659
150,630
150,11015
150,21865
150,3144
150,17055
150,685
150,4232
150,20182
151,959
151,21659
151,630
151,11015
151,21865
151,3144
151,17055
151,685
151,4232
151,20182
152,1002
152,21659
152,630
152,11015
152,21865
152,3144
152,17055
152,685
152,4232
152,20182
153,959
153,20264
153,630
153,11015
153,21865
153,3144
153,17055
153,685
153,4232
153,20182
154,959
154,20264
154,607
154,10949
154,21865
154,3144
154,17055
154,685
154,4232
154,20182
155,959
155,20264
155,607
155,10949
155,21597
155,3125
155,14106
155,683
155,4124
155,20182
156,1002
156,21659
156,630
156,11015
156,21865
156,3144
156,17055
156,685
156,4232
156,20182
157,959
157,20264
157,607
157,10949
157,21597
157,3125
157,17055
157,685
157,4232
157,20182
158,959
158,20264
158,607
158,10949
158,21865
158,3144
158,17055
158,685
158,4232
158,20182
159,959
159,20264
159,607
159,10949
159,21597
159,3125
159,14106
159,683
159,4124
159,20182
160,959
160,21659
160,630
160,11015
160,21865
160,3144
160,17055
160,685
160,4232
160,20182
161,1002
161,21659
161,630
161,11015
161,21865
161,3144
161,17055
161,685
161,4232
161,20182
162,959
162,20264
162,630
162,11015
162,21865
162,3144
162,17055
162,685
162,4232
162,20182
163,959
163,20264
163,607
163,10949
163,21597
163,3125
163,14106
163,685
163,4232
163,20182
164,959
164,20264
164,607
164,10949
164,21865
164,3144
164,17055
164,685
164,4232
164,20182
165,959
165,20264
165,607
165,10949
165,21597
165,3125
165,14106
165,685
165,4232
165,20182
166,959
166,20264
166,607
166,10949
166,21597
166,3125
166,14106
166,683
166,4124
166,20182
167,959
167,20264
167,607
167,10949
167,21597
167,3125
167,14106
167,685
167,4232
167,20182
168,959
168,21659
168,630
168,11015
168,21865
168,3144
168,17055
168,685
168,4232
168,20182
169,959
169,20264
169,607
169,11015
169,21865
169,3144
169,17055
169,685
169,4232
169,20182
170,959
170,20264
170,630
170,11015
170,21865
170,3144
170,17055
170,685
170,4232
170,20182
171,959
171,20264
171,607
171,10949
171,21597
171,3144
171,17055
171,685
171,4232
171,20182
172,959
172,20264
172,607
172,10949
172,21597
172,3125
172,14106
172,683
172,4124
172,20182
173,959
173,20264
173,607
173,10949
173,21597
173,3125
173,14106
173,683
173,4124
173,20182
174,959
174,20264
174,607
174,10949
174,21865
174,3144
174,17055
174,685
174,4232
174,20182
175,959
175,20264
175,607
175,10949
175,21597
175,3125
175,14106
175,685
175,4232
175,20182
176,959
176,21659
176,630
176,11015
176,21865
176,3144
176,17055
176,685
176,4232
176,20182
177,959
177,21659
177,630
177,11015
177,21865
177,3144
177,17055
177,685
177,4232
177,20182
178,959
178,21659
178,630
178,11015
178,21865
178,3144
178,17055
178,685
178,4232
178,20182
179,959
179,20264
179,607
179,10949
179,21597
179,3125
179,14106
179,685
179,4232
179,20182
180,959
180,20264
180,607
180,10949
180,21597
180,3125
180,14106
180,683
180,4124
180,20182
181,959
181,20264
181,607
181,10949
181,21597
181,3125
181,14106
181,685
181,4232
181,20182
182,959
182,20264
182,630
182,11015
182,21865
182,3144
182,17055
182,685
182,4232
182,20182
183,959
183,20264
183,607
183,10949
183,21597
183,3125
183,14106
183,683
183,4124
183,20182
184,959
184,20264
184,607
184,10949
184,21597
184,3125
184,14106
184,685
184,4232
184,20182
185,959
185,20264
185,630
185,11015
185,21865
185,3144
185,17055
185,685
185,4232
185,20182
186,959
186,21659
186,630
186,11015
186,21865
186,3144
186,17055
186,685
186,4232
186,20182
187,1002
187,21659
187,630
187,11015
187,21865
187,3144
187,17055
187,685
187,4232
187,20182
188,959
188,20264
188,607
188,10949
188,21597
188,3125
188,14106
188,683
188,4124
188,20182
189,959
189,20264
189,607
189,10949
189,21865
189,3144
189,17055
189,685
189,4232
189,20182
190,959
190,20264
190,630
190,11015
190,21865
190,3144
190,17055
190,685
190,4232
190,20182
191,959
191,20264
191,607
191,10949
191,21597
191,3125
191,14106
191,685
191,4232
191,20182
192,959
192,20264
192,607
192,10949
192,21597
192,3125
192,14106
192,683
192,4124
192,20182
193,959
193,20264
193,607
193,10949
193,21597
193,3125
193,14106
193,685
193,4232
193,20182
194,959
194,20264
194,607
194,10949
194,21597
194,3125
194,14106
194,683
194,4124
194,20182
195,959
195,21659
195,630
195,11015
195,21865
195,3144
195,17055
195,685
195,4232
195,20182
196,1002
196,21659
196,630
196,11015
196,21865
196,3144
196,17055
196,685
196,4232
196,20182
197,959
197,20264
197,607
197,10949
197,21597
197,3125
197,14106
197,683
197,4232
197,20182
198,959
198,21659
198,630
198,11015
198,21865
198,3144
198,17055
198,685
198,4232
198,20182
199,959
199,20264
199,630
199,11015
199,21865
199,3144
199,17055
199,685
199,4232
199,20182
200,959
200,20264
200,607
200,10949
200,21597
200,3125
200,14106
200,683
200,4124
200,20182
201,959
201,21659
201,630
201,11015
201,21865
201,3144
201,17055
201,685
201,4232
201,20182
202,959
202,20264
202,607
202,10949
202,21597
202,3125
202,14106
202,683
202,4124
202,20182
203,959
203,20264
203,607
203,10949
203,21597
203,3144
203,17055
203,685
203,4232
203,20182
204,959
204,20264
204,607
204,10949
204,21597
204,3125
204,14106
204,685
204,4232
204,20182
205,1002
205,21659
205,630
205,11015
205,21865
205,3144
205,17055
205,685
205,4232
205,20182
206,959
206,20264
206,607
206,10949
206,21597
206,3125
206,14106
206,683
206,4124
206,20182
207,959
207,21659
207,630
207,11015
207,21865
207,3144
207,17055
207,685
207,4232
207,20182
208,959
208,20264
208,607
208,10949
208,21597
208,3125
208,14106
208,683
208,4124
208,20182
209,959
209,21659
209,630
209,11015
209,21865
209,3144
209,17055
209,685
209,4232
209,20182
210,959
210,20264
210,607
210,10949
210,21597
210,3125
210,14106
210,683
210,4124
210,20182
211,959
211,20264
211,630
211,11015
211,21865
211,3144
211,17055
211,685
211,4232
211,20182
212,959
212,21659
212,630
212,11015
212,21865
212,3144
212,17055
212,685
212,4232
212,20182
213,959
213,20264
213,607
213,10949
213,21597
213,3125
213,14106
213,683
213,4232
213,20182
214,959
214,20264
214,630
214,11015
214,21865
214,3144
214,17055
214,685
214,4232
214,20182
215,959
215,20264
215,607
215,10949
215,21865
215,3144
215,17055
215,685
215,4232
215,20182
216,959
216,20264
216,607
216,10949
216,21597
216,3125
216,14106
216,683
216,4124
216,20182
217,959
217,20264
217,607
217,10949
217,21597
217,3125
217,14106
217,683
217,4124
217,20182
218,959
218,20264
218,630
218,11015
218,21865
218,3144
218,17055
218,685
218,4232
218,20182
219,959
219,20264
219,607
219,10949
219,21597
219,3125
219,14106
219,685
219,4232
219,20182
220,959
220,20264
220,607
220,10949
220,21597
220,3125
220,14106
220,683
220,4124
220,20182
221,959
221,20264
221,607
221,10949
221,21865
221,3144
221,17055
221,685
221,4232
221,20182
222,1002
222,21659
222,630
222,11015
222,21865
222,3144
222,17055
222,685
222,4232
222,20182
223,1002
223,21659
223,630
223,11015
223,21865
223,3144
223,17055
223,685
223,4232
223,20182
224,959
224,20264
224,607
224,10949
224,21597
224,3125
224,14106
224,685
224,4232
224,20182
225,959
225,20264
225,607
225,10949
225,21865
225,3144
225,17055
225,685
225,4232
225,20182
226,959
226,20264
226,607
226,10949
226,21597
226,3125
226,14106
226,685
226,4232
226,20182
227,1002
227,21659
227,630
227,11015
227,21865
227,3144
227,17055
227,685
227,4232
227,20182
228,959
228,21659
228,630
228,11015
228,21865
228,3144
228,17055
228,685
228,4232
228,20182
229,959
229,20264
229,630
229,11015
229,21865
229,3144
229,17055
229,685
229,4232
229,20182
230,959
230,20264
230,630
230,11015
230,21865
230,3144
230,17055
230,685
230,4232
230,20182
231,959
231,20264
231,607
231,10949
231,21597
231,3125
231,14106
231,683
231,4124
231,20182
232,959
232,20264
232,607
232,10949
232,21597
232,3125
232,14106
232,683
232,4124
232,20182
233,959
233,20264
233,607
233,10949
233,21597
233,3125
233,14106
233,683
233,4124
233,20182
234,1002
234,21659
234,630
234,11015
234,21865
234,3144
234,17055
234,685
234,4232
234,20182
235,959
235,20264
235,607
235,10949
235,21597
235,3125
235,14106
235,683
235,4124
235,20182
236,959
236,20264
236,630
236,11015
236,21865
236,3144
236,17055
236,685
236,4232
236,20182
237,1002
237,21659
237,630
237,11015
237,21865
237,3144
237,17055
237,685
237,4232
237,20182
238,959
238,20264
238,630
238,11015
238,21865
238,3144
238,17055
238,685
238,4232
238,20182
239,959
239,20264
239,607
239,10949
239,21597
239,3144
239,17055
239,685
239,4232
239,20182
240,959
240,20264
240,607
240,10949
240,21597
240,3125
240,14106
240,683
240,4124
240,20182
241,959
241,20264
241,630
241,11015
241,21865
241,3144
241,17055
241,685
241,4232
241,20182
242,959
242,20264
242,607
242,11015
242,21865
242,3144
242,17055
242,685
242,4232
242,20182
243,959
243,20264
243,607
243,10949
243,21597
243,3125
243,14106
243,685
243,4232
243,20182
244,959
244,21659
244,630
244,11015
244,21865
244,3144
244,17055
244,685
244,4232
244,20182
245,959
245,20264
245,607
245,10949
245,21597
245,3125
245,14106
245,683
245,4124
245,20182
246,959
246,20264
246,630
246,11015
246,21865
246,3144
246,17055
246,685
246,4232
246,20182
247,959
247,20264
247,607
247,10949
247,21597
247,3125
247,14106
247,683
247,4124
247,20182
248,959
248,21659
248,630
248,11015
248,21865
248,3144
248,17055
248,685
248,4232
248,20182
249,959
249,21659
249,630
249,11015
249,21865
249,3144
249,17055
249,685
249,4232
249,20182
250,959
250,20264
250,607
250,10949
250,21597
250,3125
250,14106
250,683
250,4124
250,20182
251,959
251,20264
251,607
251,10949
251,21597
251,3125
251,14106
251,685
251,4232
251,20182
252,959
252,21659
252,630
252,11015
252,21865
252,3144
252,17055
252,685
252,4232
252,20182
253,959
253,20264
253,607
253,10949
253,21597
253,3144
253,17055
253,685
253,4232
253,20182
254,959
254,20264
254,607
254,10949
254,21597
254,3125
254,17055
254,685
254,4232
254,20182
255,959
255,20264
255,630
255,11015
255,21865
255,3144
255,17055
255,685
255,4232
255,20182
256,959
256,21659
256,630
256,11015
256,21865
256,3144
256,17055
256,685
256,4232
256,20182
257,959
257,20264
257,607
257,10949
257,21597
257,3144
257,17055
257,685
257,4232
257,20182
258,959
258,20264
258,607
258,10949
258,21597
258,3125
258,14106
258,683
258,4232
258,20182
259,959
259,20264
259,607
259,10949
259,21597
259,3125
259,14106
259,683
259,4124
259,20182
260,959
260,20264
260,607
260,10949
260,21597
260,3125
260,14106
260,683
260,4124
260,20182
261,959
261,20264
261,630
261,11015
261,21865
261,3144
261,17055
261,685
261,4232
261,20182
262,959
262,20264
262,607
262,10949
262,21597
262,3144
262,17055
262,685
262,4232
262,20182
263,959
263,20264
263,630
263,11015
263,21865
263,3144
263,17055
263,685
263,4232
263,20182
264,959
264,20264
264,607
264,10949
264,21865
264,3144
264,17055
264,685
264,4232
264,20182
265,959
265,20264
265,607
265,10949
265,21597
265,3144
265,17055
265,685
265,4232
265,20182
266,959
266,20264
266,607
266,10949
266,21597
266,3125
266,14106
266,683
266,4124
266,20182
267,1002
267,21659
267,630
267,11015
267,21865
267,3144
267,17055
267,685
267,4232
267,20182
268,959
268,20264
268,630
268,11015
268,21865
268,3144
268,17055
268,685
268,4232
268,20182
269,959
269,20264
269,607
269,10949
269,21597
269,3144
269,17055
269,685
269,4232
269,20182
270,959
270,20264
270,607
270,10949
270,21597
270,3125
270,14106
270,683
270,4124
270,20182
271,959
271,20264
271,607
271,10949
271,21597
271,3125
271,14106
271,685
271,4232
271,20182
272,959
272,20264
272,630
272,11015
272,21865
272,3144
272,17055
272,685
272,4232
272,20182
273,959
273,20264
273,607
273,10949
273,21597
273,3125
273,14106
273,683
273,4124
273,20182
274,959
274,21659
274,630
274,11015
274,21865
274,3144
274,17055
274,685
274,4232
274,20182
275,959
275,20264
275,607
275,10949
275,21597
275,3144
275,17055
275,685
275,4232
275,20182
276,959
276,21659
276,630
276,11015
276,21865
276,3144
276,17055
276,685
276,4232
276,20182
277,959
277,20264
277,607
277,10949
277,21597
277,3125
277,17055
277,685
277,4232
277,20182
278,959
278,20264
278,630
278,11015
278,21865
278,3144
278,17055
278,685
278,4232
278,20182
279,959
279,20264
279,607
279,10949
279,21597
279,3125
279,14106
279,683
279,4124
279,20182
280,959
280,20264
280,607
280,10949
280,21597
280,3144
280,17055
280,685
280,4232
280,20182
281,959
281,20264
281,607
281,10949
281,21597
281,3125
281,14106
281,685
281,4232
281,20182
282,959
282,20264
282,607
282,10949
282,21597
282,3144
282,17055
282,685
282,4232
282,20182
283,1002
283,21659
283,630
283,11015
283,21865
283,3144
283,17055
283,685
283,4232
283,20182
284,959
284,21659
284,630
284,11015
284,21865
284,3144
284,17055
284,685
284,4232
284,20182
285,959
285,20264
285,607
285,10949
285,21597
285,3125
285,14106
285,683
285,4124
285,20182
286,959
286,20264
286,607
286,10949
286,21597
286,3125
286,14106
286,683
286,4124
286,20182
287,959
287,20264
287,630
287,11015
287,21865
287,3144
287,17055
287,685
287,4232
287,20182
288,959
288,20264
288,607
288,10949
288,21597
288,3125
288,14106
288,683
288,4124
288,20182
289,959
289,20264
289,607
289,10949
289,21597
289,3125
289,14106
289,683
289,4124
289,20182
290,959
290,20264
290,607
290,10949
290,21597
290,3125
290,14106
290,683
290,4124
290,20182
291,959
291,20264
291,607
291,10949
291,21597
291,3125
291,14106
291,683
291,4124
291,20182
292,959
292,20264
292,630
292,11015
292,21865
292,3144
292,17055
292,685
292,4232
292,20182
293,959
293,20264
293,607
293,10949
293,21597
293,3144
293,17055
293,685
293,4232
293,20182
294,959
294,20264
294,607
294,10949
294,21597
294,3125
294,14106
294,683
294,4124
294,20182
295,959
295,20264
295,607
295,10949
295,21597
295,3125
295,14106
295,683
295,4124
295,20182
296,959
296,20264
296,607
296,10949
296,21597
296,3125
296,14106
296,683
296,4124
296,20182
297,959
297,20264
297,607
297,10949
297,21597
297,3125
