1,2,3,4,5,6,7,8,9,10
4790,10660,5511,13826,9067,1459,6362,9349,1701,8483
10275,3818,7290,5870,570,11539,12090,9527,4591,8711
7414,2487,1255,6365,5800,13909,9837,9831,897,7891
4790,9067,6362,12262,1701,209,13826,356,2199,1512
5511,5870,10660,3223,3463,10912,2669,3751,13826,7490
5511,10660,6744,14263,10620,5050,10754,3223,4228,13826
7414,3592,13804,11806,7693,5870,2487,6679,4134,3332
7414,8042,7608,8399,8991,13256,5807,10275,2352,2487
4790,13826,1459,9349,8483,3736,839,5537,5554,12521
8863,10660,10620,6744,4907,14263,10372,14119,3939,13741
6679,3592,13804,11806,11661,7693,3332,5755,11903,4134
11661,3592,13804,11806,6679,7693,3332,5870,5755,11903
8863,10660,10620,6744,4907,14119,14263,10372,3939,5050
7414,2487,13826,6365,8042,1255,3592,7608,5800,13909
7414,2487,1255,6365,9831,5800,10912,13909,897,10422
4790,9067,6362,12262,1701,209,13826,356,2199,1512
7414,2487,1255,6365,5800,13909,9837,9831,897,7891
11661,6679,5755,3567,1403,7151,12173,9415,9146,1823
8863,5511,4862,10660,6133,7856,13747,11726,9765,2426
11661,3592,11806,13804,3332,7693,11903,9253,3280,749
4790,13826,9349,9067,1459,8483,6362,12521,209,3736
7414,3592,13804,11806,7693,13741,4907,9521,9837,749
11661,3592,11806,13804,3332,7693,9253,3280,11903,1161
4790,13826,9349,9067,1459,8483,6362,4907,1701,12521
10275,5870,6889,739,3463,12391,2346,11434,4869,10611
10275,5870,6889,12391,3463,739,4869,2346,6969,11434
4790,13826,1459,9349,8483,10275,3736,12521,5554,4808
4790,13826,1459,9349,8483,3736,12521,5554,4907,839
4790,13826,1459,9349,9067,8483,3736,12521,6362,5554
4790,13826,1459,9349,8483,3736,10275,12521,5554,5870
8863,5511,7414,4862,6679,5755,8399,1403,11661,7608
10275,5870,3463,739,6889,12391,6969,11434,8332,2346
4790,5870,13826,6889,12391,1459,8483,4869,3736,3463
6679,3592,11661,13804,5755,11806,3567,7693,1403,3332
10275,5870,3592,13804,6889,7693,4869,6679,12391,11806
7414,2487,6365,1255,3592,5800,13909,11806,9837,13804
11661,3592,11806,13804,3332,7693,11903,9253,3280,6679
8863,10660,5511,10620,4862,6744,6133,4907,7856,14263
7414,8042,7608,8399,8991,13256,5807,2352,1094,2487
11661,3592,6679,13804,5755,11806,3567,7693,1403,3332
11661,3592,11806,13804,7693,3332,11903,3280,4134,393
4790,13826,10660,4907,9349,10620,1459,6744,8483,12521
10275,3592,13804,6679,11806,7693,11661,5870,5755,3332
4790,13826,1459,9349,8483,5554,3736,12521,11432,845
7414,8042,7608,8399,6679,13256,8991,5807,1094,2352
7414,8042,7608,8399,10275,8991,13256,5807,2487,2352
7414,2487,1255,8042,6365,9837,7608,5800,13909,8399
7414,2487,1255,6365,5800,13909,9837,9831,897,7891
7414,2487,1255,8042,6365,13826,7608,5800,8399,9837
11661,6679,5755,3567,1403,7151,12173,9415,9146,1823
4790,13826,9067,1459,6362,9349,209,8483,1701,12521
4790,13826,9349,4907,12521,8483,1459,3736,2596,9837
4790,13826,1459,9349,8483,3736,12521,5554,4808,839
4790,3592,1459,6679,13826,5755,13804,7693,3567,11806
4790,9067,6362,209,1701,12262,13826,1512,2925,6435
10275,3818,7290,11661,6679,5870,570,3567,5755,12173
7414,8042,7608,8399,4790,13256,8991,9067,6362,1094
7414,2487,8042,7608,1255,8399,4790,6365,13256,8991
7414,3592,11806,2487,13804,3332,6365,1255,7693,13909
11661,3592,5206,13804,11806,7693,1161,3332,13945,1459
10275,5870,739,3463,6889,12391,8332,11434,2346,10611
4790,13826,4907,9349,10620,8863,12521,2596,14119,8483
5511,4862,11661,6679,10660,6133,5755,7151,3567,11726
10275,5870,3592,13804,11806,7693,6889,11661,3332,12391
8863,10660,10620,6744,4907,14263,14119,10372,3939,13741
4790,9067,6362,1701,209,12262,13826,1512,2925,8968
11661,3592,13804,11806,6679,7693,3332,11903,5755,1161
5511,10660,6744,14263,11934,5050,7582,4228,10620,6138
11661,3592,13804,6679,11806,7693,3567,3332,5206,5755
11661,3592,13804,11806,7693,3332,11903,5206,6679,1161
11661,3592,11806,3332,13804,7693,7354,9253,3280,11903
4790,13826,1459,9349,8483,12521,3736,5554,4808,845
7414,6679,11661,8042,5511,7608,5755,4862,8399,3567
8863,10660,10620,4907,6744,14119,13741,3939,9521,10372
11661,3592,13804,11806,7693,3332,11903,4134,393,5206
11661,3592,6679,13804,3567,5206,5755,11806,7151,7693
11661,3592,11806,13804,7693,3332,11903,6679,749,3280
11661,3592,13804,11806,7693,6679,3332,11903,3280,5755
7414,2487,1255,6365,5800,13909,9837,7891,9831,897
7414,2487,10275,6365,8042,3592,7608,1255,8399,9837
7414,5870,10275,8042,10912,7608,3818,2487,8399,13532
7414,2487,1255,6365,9837,5800,13909,8042,9831,897
11661,3592,11806,13804,7693,6679,3332,13741,11903,5755
6679,3592,13804,7693,11806,13826,4134,393,2487,12521
4790,13826,1459,9349,8483,5554,3736,12521,11432,5206
7414,2487,1255,6365,13909,8042,5800,3592,3531,7608
10275,3592,13804,11806,7693,3332,393,11903,4134,749
10275,5870,6889,3463,12391,739,2346,4869,6969,11434
11661,3592,13804,11806,7693,3332,11903,4134,393,3280
4790,13826,1459,9349,8483,12521,3736,9067,5554,2596
10275,5870,3592,6889,13804,12391,7693,3818,4869,11806
4790,13826,1459,9349,8483,3736,12521,5554,839,5537
4790,13826,9349,1459,12521,8483,3736,3592,7693,5554
11661,6679,5755,3567,7151,1403,12173,9415,9146,1823
11661,3592,13804,11806,7693,3332,11903,4134,393,3280
10275,5870,6889,12391,3818,739,3463,2346,7290,4869
10275,5870,7414,2487,8042,1255,7608,8595,3818,739
11661,3592,13804,11806,7693,3332,11903,4134,393,3280
4790,13826,1459,9349,8483,3736,5554,12521,839,5537
7414,3592,11806,5870,13804,3332,7693,2487,6365,1255
6679,3592,13804,11806,11661,7693,3332,4134,5755,393
7414,2487,13826,9837,1255,6365,9349,4907,5800,9831
10275,5870,3463,6889,739,12391,6969,2346,11434,4869
7414,3592,13804,2487,11806,6679,7693,6365,9837,1255
8863,5511,4862,10660,6133,7856,13747,11726,9765,1403
10275,5870,739,8595,6889,12391,8332,3463,10611,11434
6679,3592,13804,11806,11661,7693,3332,5755,4134,393
10275,13826,2487,9349,1255,6365,12521,5800,8483,3736
4790,13826,9349,6679,3592,9067,12521,1459,6362,13804
10275,5870,13826,6889,3463,12391,4869,3818,6969,1459
5511,10660,13826,1459,6744,11934,5050,14263,7582,8483
11661,3592,11806,13804,3332,7693,9253,3280,11903,1161
5511,4862,11661,6679,10660,6133,5755,7151,3567,11726
10275,5870,3463,739,6889,12391,6969,11434,8332,7490
1988,5870,10660,13826,3223,10912,3463,2669,3751,3401
7414,8042,7608,8399,8991,13256,5807,1094,2352,2487
4790,13826,9349,8483,12521,3736,2487,7414,1459,1255
11661,3592,13804,11806,7693,3332,5206,4134,1161,393
10275,5870,3818,6889,7290,12391,7414,739,570,2346
6679,3592,13804,7693,11806,13826,11661,4134,393,11903
8863,5511,4862,10660,6133,7856,13747,11726,9765,2426
4790,13826,9067,1459,6362,9349,209,8483,1701,3736
4790,9067,6362,1701,12262,209,13826,1512,2925,356
8863,5511,4862,10660,6133,7856,13747,11726,9765,2426
10275,5870,3818,13826,7290,6889,4790,12391,570,4869
7414,2487,1255,8042,6365,5800,7608,13909,9837,8399
7414,2487,1255,6365,5800,9837,13909,8042,9831,897
4790,13826,9067,9349,6362,8483,7414,1459,209,12521
7414,2487,8042,6365,7608,1255,8399,5800,6679,9837
7414,13826,9349,4907,2487,4790,8483,9837,2596,8042
7414,2487,1255,10912,3223,9831,6365,10422,5800,897
11661,3592,6679,11806,5755,13804,3567,3332,7151,7693
7414,2487,1255,8042,6365,7608,5800,8399,13909,10275
7414,2487,1255,6365,5800,13909,9837,9831,897,7891
11661,3592,13804,11806,7693,3332,11903,4134,393,3280
4790,13826,10660,7414,9349,12521,9067,2487,7608,8483
7414,13826,2487,6365,3592,1255,13804,7693,8042,13909
4790,13826,10660,1459,7693,12521,5050,9349,6744,8483
7414,2487,1255,10660,8042,6365,13909,5870,7608,5800
10275,5870,6889,12391,739,2346,4869,3463,10611,11434
4790,13826,9349,1459,8483,9067,12521,3736,5554,6362
6679,3592,13804,11806,7693,3332,11903,4134,393,749
7414,2487,13826,1255,8042,6365,9837,7608,5800,9349
7414,8042,7608,8399,8991,13256,5807,10275,2352,2487
5511,10660,5870,6744,14263,11934,5050,7582,4228,6138
5511,4862,10660,6133,13747,11726,7856,4500,2439,11661
4790,13826,1459,9067,9349,8483,6362,12521,3736,209
7414,2487,1255,6365,5800,10275,13909,5870,3592,8042
4790,13826,5870,1459,9349,8483,3736,12521,6889,5554
7414,2487,1255,8042,6365,5800,7608,13909,9837,8399
11661,6679,5755,3567,1403,7151,12173,9415,9146,1823
7414,2487,8042,1255,7608,6365,8399,5800,8991,9837
11661,3592,11806,13804,7693,3332,13741,11903,749,5213
6679,3592,13804,11806,7693,3332,4134,393,11903,2487
6679,11661,5755,7414,3567,1403,12173,7151,9415,8042
7414,2487,1255,6365,5800,9837,13909,9831,897,7891
4790,1459,13826,9349,8483,5206,5554,11432,11934,3736
11661,6679,5755,3567,7151,1403,12173,9415,9146,1823
7414,13826,9349,8483,2487,12521,3736,1255,4790,1459
7414,2487,1255,6365,9837,13826,5800,4907,13909,9349
11661,3592,13804,11806,7693,3332,11903,4134,393,1161
7414,2487,13826,1255,6365,5800,9837,13909,897,9831
4790,13826,1459,9349,8483,12521,3736,5554,4808,11432
7414,8042,7608,8399,8991,13256,5807,10275,2352,2487
11661,6679,5755,3567,7151,1403,12173,9415,9146,1823
4790,13826,9349,1459,12521,8483,4907,3736,5554,2596
7414,8042,7608,8399,8991,13256,5807,2352,1094,2487
11661,5870,3332,3592,11806,13804,8595,739,10611,7354
10275,3818,7290,5870,570,11539,12090,4591,9527,8711
6679,3592,13804,7693,11806,1459,11661,4134,393,11903
6679,11661,5755,3567,1403,12173,7151,9415,9146,1823
4790,13826,9067,1459,6362,9349,1701,8483,209,3736
4790,13826,9349,9067,1459,6362,12521,8483,6679,3736
4790,13826,7414,9349,9067,8483,6362,12521,8042,3736
10275,3818,7290,5870,570,11539,9527,4591,12090,8711
4790,13826,9349,1459,8483,12521,3736,5554,4907,2596
7414,3592,13804,6679,11806,8042,2487,11661,7693,10275
4790,8863,9067,6362,6679,209,5755,1403,12262,6435
10275,5870,739,3463,6889,12391,4869,8332,6969,2346
10275,5870,739,8595,3332,10611,6889,12391,11434,2346
10275,3818,7290,5870,570,11539,12090,8711,4591,9527
6679,3592,11661,13804,5755,3567,11806,10275,7693,12173
11661,6679,5755,3567,7151,1403,12173,9415,9146,1823
10275,3818,7290,5870,570,8711,12090,11539,4591,9527
7414,13826,10912,3223,2487,1255,9831,10422,897,839
10275,5870,4409,8332,6889,7414,12391,2487,4869,3463
7414,2487,1255,6365,5800,13826,9831,897,13909,9837
11661,3592,13804,11806,7693,3332,11903,4134,393,749
7414,2487,1255,6365,5800,9837,13909,9831,897,208
7414,8042,7608,8399,6679,13256,8991,5807,1094,2352
11661,3592,13804,11806,7693,5206,3332,1161,13945,11903
5511,10660,5870,13826,3223,6744,5050,10912,3463,10754
4790,13826,1459,9349,8483,12521,3736,5554,11432,4808
4790,13826,9349,1459,8483,12521,3736,5554,4808,2596
4790,13826,1459,9349,8483,5554,12521,3736,11432,5206
10275,5870,3592,6889,3818,13804,12391,6679,7693,11806
10275,5870,3818,3463,7290,739,570,6889,11539,12391
10275,3818,7290,5870,570,9527,11539,4591,12090,10862
10275,5870,739,6889,12391,3463,2346,11434,10611,4869
5511,4862,6133,10660,13747,7856,2439,11726,356,4790
7414,8042,7608,8399,8991,13256,5807,2352,1094,2487
4790,13826,1459,9349,8483,12521,3736,5554,4808,845
4790,13826,9349,1459,8483,3736,839,5537,10912,13521
10275,3592,5870,13804,7693,11806,3332,6889,4134,4869
4790,13826,1459,9349,8483,12521,3736,5554,11432,4907
7414,8042,7608,8399,8991,13256,4790,10275,5807,1094
10275,13826,4790,9067,6362,5870,3818,7290,6679,1459
7414,2487,8042,1255,7608,8399,6365,4790,5800,13256
4790,13826,1459,9349,8483,9067,12521,3736,5554,4808
4790,9067,6362,209,1701,12262,13826,2925,7414,6435
5511,10660,6133,11934,4862,1459,2439,5206,356,11805
10275,5870,11661,3818,7290,3592,6679,3567,570,3332
10275,5870,8332,3818,6889,4409,7290,739,3463,570
10275,5870,739,8595,6889,12391,8332,3463,10611,11434
4790,3592,1459,13804,7693,5206,11806,13826,9349,1161
10275,5870,3463,739,6889,12391,6969,7490,8332,11434
11661,3592,11806,13804,3332,7693,1161,5206,9253,11903
4790,13826,9349,1459,4907,12521,8483,3736,2596,5554
7414,2487,10275,5870,8042,1255,7608,6365,8399,13909
10275,5870,3818,739,7290,6889,570,3463,11539,12391
7414,2487,1255,6365,13909,5800,9837,9831,897,7891
7414,8042,7608,8399,8991,13256,5807,1094,2352,2487
11661,3592,11806,13804,7693,3332,11903,393,4134,749
7414,2487,1255,6365,10275,5800,4409,13909,8042,208
10275,5870,3463,6889,739,12391,2346,8332,6969,11434
4790,13826,8483,5870,9349,1459,3736,3463,839,5537
10275,5870,8595,739,8332,10611,3818,3332,6889,12391
7414,2487,1255,6365,13826,5800,9837,8042,13909,897
7414,2487,6365,1255,8042,5870,13909,3592,7608,5800
5511,10660,11934,6744,14263,1459,13826,5050,7582,10754
7414,5870,8595,2487,739,10611,1255,12391,6889,6365
7414,3592,13826,13804,7693,11806,2487,4134,393,12521
10275,3818,7290,5870,570,9527,11539,4591,12090,10862
4790,13826,9067,1459,6362,9349,12262,8483,209,5554
6679,3592,13804,7693,11661,11806,5206,1459,3567,3332
10275,5870,6889,12391,4869,2346,3463,739,6969,12177
4790,13826,9349,7414,8483,12521,8042,2487,3736,9067
6679,3592,13804,11661,11806,7693,5755,3332,4134,3567
5511,4862,6133,10660,13747,7856,11661,2439,3567,11726
7414,2487,1255,6365,5800,9837,13909,9831,897,208
7414,8042,4790,7608,8399,1701,9067,1988,13532,6362
6679,3592,11661,13804,5755,11806,3567,7693,1403,3332
11661,3592,11806,13804,3332,7693,9253,2487,3280,11903
11661,3592,11806,6679,13804,3332,5755,7693,5870,3567
8863,10660,5511,10620,4862,6744,6133,4907,7856,14263
7414,2487,3592,6365,8042,11806,13804,1255,7608,7693
10275,3818,7290,5870,570,11661,11539,4591,9527,3567
4790,13826,9349,9067,1459,8483,6362,12521,3736,7414
5511,10660,10620,6744,4907,14263,10372,14119,3939,13741
7414,5870,2487,10275,1255,6365,8042,13909,6889,7608
7414,2487,1255,6365,5800,9837,13909,897,9831,7891
10275,13826,1459,9349,8483,4790,3736,12521,5554,9067
4790,9067,6362,209,1701,12262,13826,1512,2925,6435
7414,2487,1255,6365,5800,9837,8042,13909,208,9831
10275,5870,2487,1255,6365,13909,5800,6889,12391,7891
10275,5870,6889,3463,739,12391,2346,4869,11434,6969
11661,3592,13804,11806,6679,7693,3332,11903,5755,4134
4790,13826,9067,9349,6362,209,1459,1701,12262,8483
11661,3592,13804,11806,7693,3332,5206,5870,1161,13945
11661,3592,11806,13804,3332,7693,9253,11903,3280,749
11661,6679,5755,3567,7151,1403,12173,9415,9146,1823
11661,3592,11806,13804,3332,7693,1161,5206,11903,3280
4790,13826,1459,9067,9349,8483,6362,12521,3736,209
11661,3592,13804,11806,6679,7693,3332,11903,5755,4134
11661,6679,5755,3567,7151,1403,12173,9415,9146,1823
4790,13826,9349,1459,8483,12521,3736,5554,2596,4808
6679,3592,13804,11806,7693,3332,4134,393,11903,3280
10275,5870,6889,12391,2346,3818,739,4869,10611,7290
10275,5870,6889,12391,739,3463,2346,4869,11434,6969
4790,13826,1459,9349,8483,12521,3736,9067,5554,11432
6679,3592,13804,11806,7693,3332,4134,393,11903,3280
4790,9067,6362,209,12262,1701,13826,2925,1512,6435
7414,2487,9837,6365,1255,4907,5800,3592,13909,13826
4790,13826,9349,1459,8483,12521,3736,5554,4907,2596
4790,9067,6362,209,12262,1701,8863,13826,2925,6435
4790,13826,1459,9067,9349,8483,6362,12521,3736,209
10275,5870,739,6889,12391,3463,2346,11434,10611,8332
7414,2487,1255,6365,5800,13909,9837,9831,897,7891
10275,3818,7290,5870,570,11539,4591,12090,9527,8711
4790,13826,9349,1459,8483,12521,3736,5554,4907,2596
5511,10660,10620,6744,4907,14263,10372,5050,14119,3939
4790,13826,9067,9349,6362,7414,8483,1701,209,1459
8863,10660,10620,6744,4907,14263,10372,14119,3939,13741
7414,2487,6365,1255,8042,5800,13909,3592,7608,9837
4790,8863,6679,5755,5511,1403,9067,3567,11661,6362
4790,13826,1459,9349,8483,3736,5554,12521,11432,839
6679,3592,13804,11806,7693,3332,4134,393,11903,5870
10275,3592,5870,13804,7693,11806,3332,6889,4134,4869
10275,5870,739,3463,6889,12391,4869,8332,6969,2346
6679,3592,11661,13804,5755,11806,3567,7693,1403,3332
7414,8042,7608,8399,8991,13256,5807,1094,2352,2487
7414,3592,13804,11806,2487,6679,7693,6365,1255,393
10275,5870,8332,739,3463,6889,12391,4869,11434,2346
11661,6679,5755,3567,7151,1403,12173,9415,9146,1823
11661,3592,11806,13804,7693,3332,11903,6679,3280,4134
10275,5870,3463,739,6889,12391,6969,11434,2346,8332
10275,5870,3332,8595,739,11806,3592,10611,12391,6889
6679,3592,13804,7693,11806,13826,4134,393,1459,11903
7414,2487,13826,1255,8042,6365,5800,13909,7608,897
8863,10660,10620,6744,4907,14263,14119,10372,3939,13741
7414,2487,1255,6365,4052,7354,8595,13909,3332,4996
4790,9067,6362,1701,209,12262,13826,1512,2925,8968
10275,5870,739,3463,6889,12391,4869,6969,2346,8332
11661,3592,13804,11806,7693,3332,5206,1161,13945,11903
11661,3592,13804,11806,7693,13741,3332,9521,1397,11903
5511,10660,6744,13826,10620,5050,14263,4907,7582,4790
4790,13826,9349,8483,1459,7414,3736,12521,2487,5554
10275,5870,6889,3463,739,12391,2346,4869,11434,6969
4790,8863,6679,5755,9067,6362,3567,1403,11661,209
11661,3592,13804,11806,7693,3332,5870,4134,393,11903
10275,5870,6889,3818,12391,3463,7290,2346,4869,7414
10275,3818,7290,5870,570,11539,4591,12090,9527,8711
11661,3592,6679,13804,5755,11806,3567,7693,1403,3332
11661,10660,5511,3332,4862,11806,6679,14263,5755,7354
11661,3592,13804,11806,7693,3332,11903,4134,393,3280
6679,3592,13804,11806,7693,4134,3332,393,11903,8142
7414,2487,1255,6365,5800,8042,13909,9837,7891,9831
10275,5870,13826,6889,3463,4790,12391,6969,2346,8483
5511,5870,10660,13826,5050,12391,6889,2346,4869,6744
11661,3592,13804,11806,5206,7693,3332,1161,13945,11903
10275,7414,3818,7290,8042,5870,570,7608,8711,12090
6679,11661,5755,3567,7414,1403,4790,12173,7151,9415
10275,3818,7290,5870,570,11539,4591,12090,9527,8711
4790,1459,3592,5206,13804,7693,1161,6679,13826,13945
7414,2487,1255,6365,5800,13909,9837,9831,897,7891
6679,3592,11806,13804,7693,3332,13741,11903,749,9521
10275,5870,6889,12391,4869,739,8332,2346,3463,3592
4790,13826,9067,1459,6362,9349,209,8483,1701,12521
4790,13826,9349,1459,8483,12521,3736,9067,5554,4808
4790,13826,9349,1459,8483,12521,3736,5554,2596,4907
6679,3592,13804,11806,7693,11661,393,4134,11903,749
4790,13826,1459,9349,8483,3736,12521,5554,4808,839
4790,13826,9349,1459,8483,3736,12521,5554,839,4808
7414,8042,7608,8399,8991,13256,5807,10275,2352,2487
4790,13826,1459,9349,8483,12521,3736,5554,4808,11432
10275,5870,739,6889,12391,3463,2346,11434,4869,10611
4790,13826,9067,9349,6362,1459,209,12521,6679,8483
4790,13826,1459,9349,8483,3736,5554,12521,839,5537
11661,3592,11806,6679,13804,5755,7693,3567,3332,7151
11661,6679,5755,3567,1403,7151,12173,9146,9415,1823
6679,3592,13804,11806,7693,7414,3332,2487,393,11661
7414,2487,1255,6365,8042,5800,13826,13909,7608,9837
4790,9067,6362,1701,209,12262,13826,1512,2925,6435
5511,4862,11661,6679,10660,6133,5755,7151,3567,11726
3567,11661,6679,5755,4790,1403,9146,12262,7151,12173
8863,10660,10620,5511,4907,6744,4862,14119,3939,8399
10275,5870,6889,12391,3463,4869,739,2346,6969,13826
4790,13826,1459,9349,8483,12521,9067,3736,5554,4808
4790,13826,9067,9349,6362,1459,209,8483,1701,12521
4790,9067,6362,209,6679,12262,5755,1701,13826,2925
10275,5870,3818,6889,7290,12391,570,4869,11661,739
4790,13826,1459,9349,8483,12521,3736,5554,4808,845
10275,3592,13804,11806,7693,3332,11903,749,393,4134
6679,3592,13804,11806,7693,3332,11661,4134,393,11903
10275,5870,6889,12391,739,3463,4869,2346,10611,11434
7414,2487,13826,6365,1255,8042,5800,9837,13909,3531
11661,3592,11806,3332,13804,7693,9253,7354,3280,11903
7414,2487,8042,7608,1255,8399,8991,6365,13256,5807
7414,2487,6365,1255,8042,3592,9837,7608,5800,13909
4790,13826,9349,1459,9067,8483,12521,6362,3736,5554
7414,2487,1255,6365,9831,5800,10912,13909,897,10422
11661,3592,6679,11806,5755,13804,3567,3332,7151,7693
6679,3592,13804,11806,7693,3332,11903,11661,4134,393
11661,6679,5755,3567,7151,1403,12173,9415,9146,1823
7414,2487,1255,6365,8042,5800,13909,9837,7608,9831
10275,3592,11806,13804,3332,5870,7693,5206,1161,3280
7414,2487,1255,6365,5800,13909,9837,7891,9831,897
10275,5870,3463,6889,739,12391,2346,4869,6969,11434
10275,5870,6889,739,12391,3463,4869,2346,10611,11434
7414,6679,11661,5755,8042,7608,8863,1403,3567,8399
7414,13826,2487,4790,1255,8042,6365,9349,7608,12521
11661,6679,5755,3567,1403,7151,12173,9415,9146,1823
10275,5870,6889,12391,4869,739,3463,2346,6969,12177
6679,11661,5755,7414,3567,1403,12173,7151,9415,8042
11661,3592,6679,5755,11806,10275,3567,13804,7151,12173
4790,13826,1459,9349,12521,8483,5554,9067,3736,3592
11661,6679,10275,5755,3567,1403,7151,12173,9415,9146
11661,3592,13804,6679,11806,7693,5755,3332,11903,3567
11661,3592,11806,3332,13804,7693,7354,9253,8595,3280
4790,13826,1459,9067,9349,6362,8483,209,12521,3736
10275,3818,7290,5870,570,11539,4591,12090,9527,8711
7414,4907,9837,14119,2487,9521,13741,10620,9349,6365
4790,13826,9067,9349,6362,1459,1701,8483,209,3736
11661,3592,11806,13804,7693,3332,11903,3280,749,9253
7414,3592,13804,11806,7693,2487,6679,5870,6365,4134
11661,3592,13804,11806,7693,3332,11903,3280,4134,393
6679,3592,13804,7693,11806,4134,393,11661,11903,13826
4790,9067,6362,209,1701,12262,13826,2925,1512,6435
8863,5511,4862,10660,6133,7856,13747,11726,9765,2426
10275,5870,6889,12391,739,3463,2346,4869,11434,10611
4790,13826,1459,9349,8483,12521,3736,5554,4808,845
10275,13826,1459,5870,9349,8483,3736,12521,5554,6889
11661,3592,13804,5206,11806,7693,1161,3332,13945,11903
11661,3592,11806,13804,7693,6679,3332,11903,3280,9253
4790,13826,9349,1459,8483,12521,3736,5554,4808,2596
10275,5870,13826,1459,3592,7693,13804,4869,11806,6889
4790,13826,10660,1459,9349,8483,12521,3736,5554,6744
10275,5870,3463,6889,739,12391,6969,8332,2346,11434
4790,3592,13826,6679,13804,7693,7414,11806,4134,10275
8863,3592,6679,11806,11661,13804,5755,13741,1403,4907
10275,5870,6889,739,3463,12391,4869,2346,6969,11434
11661,3592,11806,13804,7693,3332,11903,3280,749,4134
10275,5870,6889,3818,3592,12391,7290,13804,4869,11661
6679,3592,13804,7693,11806,5206,1459,1161,3332,13945
5511,10660,13826,6744,5050,14263,7582,1459,11934,6138
10275,5870,13826,6889,12391,4869,4790,3463,2346,6969
4790,13826,1459,9067,9349,6362,8483,209,3736,12521
4790,13826,9349,1459,12521,8483,3736,5554,4907,7693
10275,5870,4790,13826,3818,1459,7290,3463,9067,6889
7414,2487,1255,6365,8042,13909,5870,7608,4052,5800
5511,10660,5870,5050,6744,14263,7582,11934,7693,11806
4790,13826,9349,1459,8483,12521,3736,5554,4808,845
10275,5870,6889,739,3463,12391,8332,4869,2346,11434
4790,13826,1459,9349,8483,3736,12521,5554,5870,4808
10275,5870,6889,3463,12391,13826,739,6969,2346,4869
7414,2487,1255,6365,5800,13909,9837,897,7891,9831
10275,3818,7290,5870,570,11539,12090,4591,8711,9527
7414,10660,6744,2487,10620,9837,4907,6365,5050,1255
4790,13826,9349,1459,8483,12521,3736,5554,2596,4808
11661,6679,5755,3567,1403,8863,7151,12173,9415,9146
10275,5870,739,3818,6889,12391,7290,3463,2346,570
5511,10660,6744,14263,5050,4228,7582,10754,11934,4592
4790,9067,6362,1701,209,12262,13826,1512,2925,8968
4790,13826,9349,1459,8483,3736,9067,12521,5554,4808
7414,2487,1255,6365,5800,8042,13909,9837,9831,897
10275,5870,739,6889,3463,12391,2346,11434,8332,10611
11661,6679,5755,3567,7151,1403,12173,9415,9146,1823
10275,5870,739,3463,6889,12391,8332,11434,6969,2346
11661,6679,5755,3567,1403,7151,12173,9146,9415,1823
6679,3592,13804,11806,11661,7693,3332,11903,5755,4134
