1,2,3,4,5,6,7,8,9,10
4790,11432,13826,845,839,10275,1459,9067,6362,5222
8863,5511,7414,4862,6679,5755,8399,1403,11661,7608
10275,3818,7290,5870,570,11539,9527,12090,4591,8711
4790,3818,10275,9067,7290,6362,1701,209,7414,570
6679,11661,5755,3567,1403,12173,7151,9415,1823,9146
10275,5870,3592,13804,6679,3818,6889,7290,11661,7693
7414,8042,7608,8399,6679,11661,5755,13256,5807,1094
11661,7354,3592,10823,6679,11806,5755,13804,3567,3332
8863,5511,4862,10660,6133,7856,10620,13747,6744,11726
7414,8042,7608,8399,8991,13256,5807,2352,1094,2487
11661,3592,6679,5755,3567,13804,1403,7151,12173,9415
11661,3592,11806,6679,13804,5755,3567,7693,3332,7151
4790,8863,9067,5511,6362,1701,209,13826,12262,4862
10275,3592,6679,11661,13804,5755,3567,11806,12173,7151
4790,9067,6362,12262,1701,209,13826,356,1459,2199
7414,8042,7608,8399,6679,13256,8991,5807,1094,2352
7414,8042,2487,7608,8399,10275,1255,8859,5993,8991
7414,14119,8042,5993,7608,8399,7885,2487,1255,6033
7414,8859,8042,5993,2487,7885,7608,8399,1255,13184
7414,2487,5993,8042,8859,7608,1255,8399,6365,4790
11661,6679,5755,3567,1403,7151,12173,9415,9146,1823
4790,13826,845,9067,1459,6362,9349,209,11432,1701
4790,7414,8863,9067,6362,209,8042,7608,1701,12262
4790,9067,6362,1701,209,12262,13826,1512,2925,6435
4790,3592,6679,1459,5755,3567,11661,13826,1403,9067
4790,9067,6362,209,1701,12262,13826,1512,2925,6435
10275,5870,3818,7290,6889,11661,6679,570,3592,3567
7414,8042,7608,8399,4790,13256,8991,9067,6362,1094
7414,8042,7608,8399,4790,13256,8991,1094,2352,5807
7414,11661,8042,6679,7608,5755,8399,7151,3567,1403
11661,6679,3567,5755,1403,7151,12173,9146,9415,1823
10275,3818,7290,5870,570,11539,9527,4591,12090,10862
4790,14119,13826,767,8863,4907,1486,7414,9349,9244
5511,4862,11661,6679,10660,6133,5755,7151,3567,11726
10275,5870,11661,3592,6679,7290,13804,3818,5755,3567
8863,5511,4862,10660,6133,7856,10620,13747,6744,11726
4790,9067,6362,1701,209,12262,13826,1512,2925,8968
11661,10823,3592,12431,6679,5755,13804,3567,11806,1403
5511,4862,6133,10660,13747,7856,11726,2439,6744,14263
11661,6679,3567,5755,7151,12173,1403,9146,9415,1823
11661,10823,3592,12431,6679,13804,5755,3567,11806,1403
11661,6679,5755,3567,7151,1403,12173,2736,9415,9146
4790,9067,6362,209,1701,12262,13826,1512,2925,6435
7414,6679,11661,8042,5511,7608,5755,4862,8399,3567
8863,5511,4862,1403,10660,6133,10620,5755,7856,4907
11661,6679,5755,3567,1403,7151,12173,9146,9415,1823
11661,8154,3592,6679,3567,10823,5755,13804,7151,5206
11661,3592,11806,6679,5755,13804,3567,1403,7693,7151
11661,10823,3592,12431,6679,5755,13804,3567,11806,1403
7414,8042,7608,8399,8991,5807,13256,2352,6679,1094
7414,10275,8042,7608,8399,2487,6679,5755,11661,4790
7414,10275,8042,7608,3818,8399,13532,5870,1988,8991
7414,2487,14119,1255,8042,6365,8859,7608,9837,8399
11661,3592,14119,11806,6679,5755,13804,8863,7693,3567
6679,7414,11661,5755,4790,3567,8042,7608,12173,1403
4790,13826,11432,1459,9067,9349,6362,4993,8483,12262
7414,2487,1255,8042,7608,6365,8399,13909,6679,5800
10275,6679,11661,5755,7414,3567,1403,12173,7151,8042
10275,5719,5870,11678,6889,9658,3818,13974,3463,7290
11661,6679,5755,3567,1403,7151,12173,9415,9146,1823
4790,845,13826,11432,1459,9067,839,6362,9349,5222
10275,5870,3592,6889,3818,13804,7290,6679,12391,11661
4790,9067,6362,1701,209,12262,13826,1512,2925,8968
4790,13826,845,9349,9067,1459,6362,11432,6679,12521
11661,6679,5755,3567,7151,1403,12173,9415,9146,1823
11661,6679,5755,3567,1403,7151,12173,9415,9146,1823
10275,5870,6889,3818,7290,12391,739,570,3463,5719
10275,7414,8042,7608,3818,5870,7290,8399,570,11661
11661,6679,5755,3567,1403,7151,12173,9415,9146,1823
4790,839,11432,13826,845,5222,1459,5916,9067,11345
7414,11661,6679,8042,5755,7608,10275,3567,7151,12173
6679,3592,11661,5755,13804,3567,7414,11806,12173,1403
7414,8042,7608,4790,8399,8863,9067,6362,8991,209
10275,3818,7290,5870,570,11539,12090,9527,4591,8711
7414,3592,6679,13804,8042,7608,5755,11661,2487,8399
8863,5511,4862,10660,6133,7856,13747,10620,6744,11726
10275,3818,7290,5870,570,9527,4591,11539,11661,739
6679,3592,11661,5755,3567,13804,12173,1403,7151,9415
10275,7414,4790,8042,7608,9067,6362,8399,209,13256
4790,6679,9067,6362,5755,209,7414,3567,10275,12262
10275,5719,11432,5870,3818,13826,7290,4790,6889,570
5511,4790,4862,6133,10660,9067,12262,13747,6362,1701
11661,6679,5755,3567,7151,1403,12173,9146,9415,1823
5511,4862,11661,6679,10660,6133,5755,7151,3567,11726
10275,3818,7290,5870,570,11539,9527,4591,12090,3463
1988,3818,4790,13532,1701,5870,5511,7290,13747,10660
7414,8042,7608,8399,8991,13256,5807,1094,2352,2487
4790,13826,7414,9349,9067,6362,8042,7608,8483,1701
11661,6679,5755,3567,1403,12173,7151,9146,9415,1823
10275,3818,7290,7414,5870,570,8042,4591,11539,9527
6679,3592,11661,5755,4790,3567,13804,1403,12173,7693
8863,5511,4862,10660,6133,7856,10620,13747,6744,11726
4790,13826,1459,9067,6362,9349,209,1701,8483,12262
4790,9067,6362,1701,12262,209,13826,1512,2925,356
8863,5511,4862,10660,6133,7856,10620,13747,6744,11726
10275,5870,3818,7290,13826,4790,570,6889,9067,12391
7414,2487,8042,1255,7608,8399,6365,6679,4790,5800
7414,2487,8042,1255,7608,8399,6365,5800,10275,9837
4790,9067,6362,7414,209,1701,13826,12262,8042,7608
7414,2487,8042,5993,7608,6365,8399,7885,1255,6679
7414,13826,14119,4790,839,9349,8042,8863,4907,9067
7414,2487,1255,8042,10912,8859,3223,7608,9831,8399
11661,6679,5755,3567,7151,1403,12173,9415,9146,1823
7414,2487,8042,1255,7608,8399,6365,5800,10275,13256
7414,8042,7608,8399,8991,13256,5807,2352,2487,1094
11661,6679,5755,3567,7151,1403,12173,9415,9146,1823
4790,13826,845,7414,10660,9067,9349,7608,12521,8042
7414,13826,8042,7608,4790,6679,2487,10275,8399,9067
4790,5511,9067,6679,6362,4862,5755,209,3567,12262
7414,8859,2487,7885,1255,8042,5993,10660,7608,8399
10275,3818,7414,7290,5870,570,8042,7608,8711,11539
4790,13826,845,9349,1459,9067,11432,6362,8483,12521
6679,11661,5755,3567,1403,7151,12173,9415,9146,1823
7414,2487,8042,13826,7608,8399,4790,1255,6365,9837
7414,8042,7608,8399,8991,13256,5807,10275,2352,2487
5511,4862,10660,6133,13747,7290,5870,11726,3818,7856
5511,4862,10660,6133,13747,11726,7856,14263,6744,5050
4790,13826,845,9067,6362,1459,11432,209,12262,9349
7414,2487,10275,8042,1255,7608,6365,8399,5800,6679
4790,13826,10275,5870,9067,6362,1459,209,7290,3818
7414,2487,8042,1255,7608,8399,6365,10275,5800,13256
11661,6679,5755,3567,1403,7151,12173,9415,9146,1823
7414,2487,7885,8042,7608,1255,5993,8399,6365,14119
11661,6679,5755,7414,3567,8863,1403,7151,12173,9415
6679,11661,7414,5755,3567,12173,8042,7151,1403,7608
6679,11661,5755,7414,3567,1403,12173,7151,9415,8042
7414,2487,5993,8042,1255,7885,7608,6365,8399,14119
4790,9067,6362,12262,356,1701,1459,2199,10275,209
11661,6679,5755,3567,7151,1403,12173,9415,9146,1823
7414,13826,4790,9349,8483,8042,9067,6362,7608,2487
7414,8042,7608,8399,4790,8863,8991,13256,1094,9067
11661,6679,5755,3567,1403,7151,12173,9415,9146,1823
7414,8042,7608,4790,8399,9067,8991,6362,13256,209
4790,9067,6362,209,1701,12262,13826,2925,1512,6435
7414,8042,7608,8399,8991,13256,5807,10275,2352,2487
11661,6679,5755,3567,7151,1403,12173,9415,9146,1823
4790,9067,6362,209,8863,12262,1701,13826,6679,6435
7414,8042,7608,8399,8991,13256,5807,2352,1094,2487
11661,10275,6679,3567,5755,7151,3818,7290,5870,2736
10275,3818,7290,5870,570,11539,12090,4591,9527,8711
6679,3592,11661,5755,13804,3567,4790,1403,7693,12173
6679,11661,5755,3567,1403,12173,7151,9415,9146,1823
4790,9067,6362,1701,209,12262,13826,1512,2925,6435
4790,13826,9067,6362,6679,209,9349,12262,5755,1701
4790,7414,9067,6362,8042,209,7608,10275,1701,13826
10275,3818,7290,5870,570,11539,9527,4591,12090,8711
4790,9067,6362,209,12262,1701,13826,2925,6435,1512
7414,3592,6679,8042,11661,10275,7608,5755,13804,3567
4790,8863,9067,6362,6679,209,5755,1403,12262,6435
10275,3818,7290,5870,570,11539,4591,9527,12090,10862
10275,11661,3818,7290,5870,570,6679,4591,9527,7151
10275,3818,7290,5870,570,11539,12090,8711,4591,9527
6679,3592,11661,5755,3567,13804,10275,12173,7151,1403
11661,6679,5755,3567,7151,1403,12173,9415,9146,1823
10275,3818,7290,5870,570,8711,12090,11539,4591,9527
7414,8042,4790,7608,8399,10275,1701,9067,13532,1988
10275,5870,5719,4409,7414,8332,8042,6889,3818,12391
7414,8042,7608,8399,10275,8991,4790,13256,2487,9311
11661,3592,6679,5755,3567,1403,13804,7151,12173,9415
7414,8042,7608,8399,8991,13256,5807,10275,2352,2487
7414,8042,7608,8399,6679,13256,8991,5807,1094,2352
11661,10823,3592,8154,13804,11806,6679,5755,7693,3567
5511,4862,10660,13747,1988,6133,4790,1701,3818,13532
4790,9067,6362,12262,209,1701,13826,2925,356,1512
4790,9067,6362,7414,209,1701,13826,12262,2925,1512
4790,9067,6362,12262,209,1701,356,13826,1459,2199
10275,5870,3592,3818,6679,7290,6889,11661,13804,7414
10275,3818,7290,5870,570,11539,9527,4591,12090,10862
10275,3818,7290,5870,570,9527,11539,4591,739,12090
10275,3818,7290,5870,570,11539,4591,9527,12090,8711
5511,4862,6133,10660,13747,7856,2439,11726,11934,356
7414,8042,7608,8399,8991,13256,5807,2352,1094,2487
4790,9067,6362,209,1701,12262,13826,1512,2925,6435
4790,9067,6362,1701,13826,209,1512,7414,10275,12262
10275,6679,11661,5755,3567,7290,12173,3818,7151,1823
4790,9067,6362,12262,209,1701,13826,1512,356,2925
7414,8042,7608,8399,8991,13256,4790,10275,5807,1094
10275,4790,9067,6362,3818,7290,6679,209,12262,570
7414,2487,8042,7608,8399,1255,4790,13256,6365,8991
4790,13826,845,1459,9067,9349,11432,6362,8483,209
4790,9067,6362,209,1701,12262,13826,2925,7414,6435
5511,10660,6133,8154,11934,4862,2439,1459,356,4993
10275,11661,5870,3818,7290,6679,3567,570,5755,7151
10275,5719,5870,3818,12612,7290,11678,570,8332,9762
10275,3818,7290,5870,570,9527,4591,11539,11661,739
4790,6679,5755,3567,11661,1403,8863,9067,6362,12262
10275,3818,7290,5870,570,11539,12090,9527,4591,3463
11661,6679,5755,3567,7151,1403,12173,9146,9415,13069
4790,8863,9067,6362,209,12262,1701,13826,6435,1512
7414,10275,2487,8042,7608,8399,5870,5993,7885,8991
10275,3818,7290,5870,570,11539,9527,4591,12090,8711
7414,8042,7608,8399,8991,13256,5807,2352,2487,1094
7414,8042,7608,8399,8991,13256,5807,1094,2352,2487
11661,6679,7414,5755,3567,1403,7151,12173,8042,9415
7414,10275,8042,7608,8399,8991,13256,5807,2352,2487
10275,3818,7290,5870,570,11539,4591,12090,9527,8711
4790,10275,9067,6362,7414,1701,13826,209,1512,3818
10275,7354,5870,4996,8595,3818,11618,11661,739,7290
7414,2487,5993,1255,8042,8859,7608,6365,8399,13826
7414,2487,8042,7608,6365,10275,8399,1255,6679,11661
5511,4862,6133,10660,13747,4790,7856,2439,356,11934
7414,5870,7354,8595,4996,10275,2487,7885,8042,739
7414,4790,6679,10275,8042,5755,7608,11661,3567,6362
10275,3818,7290,5870,570,9527,11539,4591,739,12090
4790,9067,6362,12262,209,1701,13826,356,1459,2199
6679,3592,13804,11661,7693,3567,5755,11806,5206,1403
10275,3818,7290,570,5870,6679,8711,4790,12090,11539
4790,13826,7414,8042,9067,6362,7608,9349,209,1701
6679,3592,11661,13804,5755,3567,11806,1403,7414,12173
5511,4862,6133,10660,13747,7856,11661,2439,3567,11726
7414,8042,7608,8399,8991,13256,5807,1094,2487,2352
7414,8042,4790,7608,8399,1701,9067,1988,13532,6362
6679,3592,13804,11661,5755,11806,3567,7693,1403,7151
11661,7414,6679,5755,3567,7151,8042,1403,12173,9415
11661,3592,6679,11806,5755,3567,13804,7151,12173,1403
8863,5511,4862,10660,6133,7856,10620,13747,6744,11726
7414,2487,8042,3592,7608,6679,6365,11661,8399,11806
10275,3818,7290,5870,570,11661,11539,4591,9527,3567
4790,13826,845,9349,9067,839,6362,1459,7414,209
5511,8863,4862,10660,6133,7856,13747,10620,6744,11726
7414,5870,5993,10275,2487,7885,8042,1255,7608,6365
7414,8042,7608,8399,13256,8991,5807,1094,2352,4790
10275,13826,11432,1459,4790,9349,845,9067,6362,8483
4790,9067,6362,209,1701,12262,13826,1512,2925,6435
7414,5993,2487,8042,8859,1255,10275,7608,14119,8399
10275,5993,7414,5870,7885,2487,8042,1255,7608,6365
10275,3818,7290,5870,570,11539,4591,12090,9527,8711
11661,3592,6679,5755,13804,3567,11806,1403,7151,12173
4790,13826,9067,6362,209,1701,12262,9349,2925,1512
11661,6679,10275,3567,5755,7151,12173,1403,9146,9415
11661,6679,5755,3567,7151,1403,12173,9415,9146,13069
11661,6679,5755,3567,7151,1403,12173,9415,9146,1823
11661,6679,5755,3567,7151,1403,12173,9146,9415,1823
4790,13826,845,9067,6362,1459,11432,209,1701,12262
11661,3592,6679,5755,3567,13804,1403,7151,12173,11806
11661,6679,5755,3567,7151,1403,12173,9415,9146,1823
4790,9067,6362,7414,209,1701,13826,12262,2925,1512
6679,11661,5755,3567,12173,1403,7151,9415,9146,1823
10275,5719,3818,7290,7414,570,8042,11661,6679,7608
10275,3818,7290,5870,570,11539,12090,4591,8711,9527
4790,11432,13826,845,1459,9067,839,6362,9349,5222
6679,11661,5755,3567,1403,12173,10275,7151,9415,9146
4790,9067,6362,209,12262,1701,13826,2925,1512,6435
7414,8042,7608,8399,8863,6679,4790,5755,1403,1094
4790,13826,9349,9067,6362,1459,209,12262,8483,1701
4790,9067,6362,209,12262,1701,8863,13826,2925,6435
4790,9067,6362,209,1701,12262,13826,1512,2925,6435
10275,3818,7290,5870,570,11539,9527,4591,12090,8711
7414,8042,7608,8399,8991,13256,5807,2352,2487,1094
10275,3818,7290,5870,570,11539,4591,12090,9527,8711
4790,9067,6362,209,12262,1701,13826,2925,6435,1512
5511,8863,4862,10660,6133,7856,13747,10620,6744,11726
4790,9067,6362,7414,1701,209,13826,12262,1512,8863
8863,14119,767,10660,9256,10620,9244,1486,6744,8288
7414,2487,8042,7608,8399,6365,6679,11661,1255,5755
4790,8863,6679,5755,5511,1403,9067,3567,11661,6362
4790,9067,6362,12262,1701,209,13826,10275,356,1512
6679,11661,5755,3567,12173,7151,1403,9415,1823,9146
10275,6679,11661,5755,3567,7290,12173,3818,7151,1823
10275,3818,7290,5870,570,11539,9527,4591,12090,10862
6679,11661,5755,3567,1403,12173,7151,9415,9146,1823
7414,8042,7608,8399,8991,13256,5807,1094,2352,2487
7414,3592,6679,13804,8042,7608,11661,5755,11806,3567
10275,3818,7290,570,5870,11539,4591,9527,12090,8711
11661,6679,5755,3567,7151,1403,12173,9415,9146,1823
11661,3592,6679,5755,11806,3567,13804,7151,12173,1403
10275,3818,7290,5870,570,11539,9527,12090,4591,8711
10275,11661,3818,7290,5870,6679,7151,570,2736,3567
6679,5755,11661,4790,3567,1403,12173,7151,9415,9067
7414,2487,8042,7608,13826,4790,10275,8399,1255,6365
8863,5511,4862,10660,6133,10620,7856,13747,11726,6744
7414,7354,4996,7885,2487,11618,1278,8042,1255,11661
4790,9067,6362,1701,209,12262,13826,1512,2925,8968
10275,3818,7290,5870,570,11539,9527,4591,12090,10862
11661,6679,5755,3567,7151,1403,12173,9146,9415,1823
11661,6679,5755,8863,3567,1403,7151,12173,9415,9146
5511,7924,10660,4592,8448,6744,14119,13826,4790,9256
4790,845,13826,7414,9349,9067,6362,8483,209,1701
10275,3818,7290,5870,570,11539,4591,12090,9527,8711
4790,8863,6679,5755,9067,6362,3567,1403,11661,209
11661,6679,5755,3567,12173,7151,1403,9146,9415,1823
10275,5719,5870,11678,6889,3818,12391,7290,7414,3463
10275,3818,7290,5870,570,11539,4591,12090,9527,8711
11661,3592,6679,5755,3567,13804,1403,11806,7151,12173
11661,5511,4862,6679,5755,2736,7151,11726,3567,6133
11661,6679,5755,3567,1403,7151,12173,9415,9146,1823
6679,11661,5755,3567,10275,1403,12173,7151,4790,9415
7414,2487,8042,7608,1255,10275,8399,6365,5800,8991
10275,5870,4790,13826,7414,3818,7290,6889,9067,8042
5511,4790,7290,4862,3818,9067,5870,6133,10660,6679
11661,6679,3567,5755,1403,7151,12173,9146,9415,1823
10275,7414,3818,7290,8042,5870,570,7608,8711,12090
6679,11661,5755,3567,7414,1403,4790,12173,7151,9415
10275,3818,7290,5870,570,11539,4591,12090,9527,8711
4790,8154,1459,4993,3592,6679,11432,5206,3567,5755
7414,8042,7608,8399,8991,13256,5807,2352,2487,1094
6679,11661,5755,7414,8863,3567,1403,7151,12173,9415
10275,3818,7290,570,5870,6679,11661,8711,12090,11539
4790,13826,9067,6362,209,1459,1701,12262,2925,9349
4790,845,13826,11432,9349,9067,6362,1459,7414,209
4790,845,13826,11432,9349,9067,839,6362,1459,5222
6679,3592,11661,5755,13804,3567,1403,4790,11806,12173
4790,9067,6362,1701,209,12262,13826,1512,2925,6435
4790,9067,6362,1701,209,13826,12262,1512,2925,7414
7414,8042,7608,8399,8991,13256,5807,10275,2352,2487
4790,13826,11432,845,1459,9067,839,9349,6362,5222
10275,3818,7290,5870,570,11539,4591,9527,12090,8711
4790,9067,6362,209,6679,12262,1701,5755,13826,2925
4790,9067,6362,1701,12262,13826,209,1512,2925,8968
11661,10823,6679,5755,3567,7151,1403,12173,9415,9146
11661,6679,5755,3567,1403,7151,12173,9146,9415,1823
6679,3592,7414,11661,13804,5755,3567,11806,8042,1403
7414,2487,8042,7608,8399,1255,4790,13256,8991,6365
4790,9067,6362,1701,209,12262,13826,1512,2925,6435
5511,4862,11661,6679,10660,6133,5755,7151,3567,11726
3567,11661,6679,5755,4790,1403,9146,12262,7151,12173
8863,14119,767,10660,5511,9256,9244,4862,1486,10620
10275,3818,7290,5870,570,4790,12090,8711,11539,4591
4790,11432,13826,845,1459,9067,839,6362,9349,209
4790,13826,845,9067,6362,9349,11432,209,1701,1459
4790,9067,6362,209,6679,12262,5755,1701,13826,2925
10275,3818,7290,5870,570,11661,6679,8711,12090,11539
4790,13826,845,1459,11432,9067,9349,6362,8483,5222
10275,6679,11661,5755,3567,1403,8863,7414,7151,12173
6679,3592,11661,5755,3567,13804,11806,1403,12173,7151
10275,3818,7290,5870,570,11539,4591,12090,8711,9527
7414,2487,8042,13826,7608,4790,8399,6365,1255,6679
11661,3592,7354,6679,11806,5755,4996,3567,3332,7151
7414,8042,7608,8399,8991,13256,5807,1094,6679,2352
7414,2487,8042,6365,7608,8399,6679,1255,5755,3592
4790,13826,9349,845,9067,1459,6362,8483,11432,209
7414,8042,7608,8399,8991,13256,13532,2487,9311,5807
11661,3592,6679,5755,3567,11806,7151,1403,12173,13804
6679,3592,11661,5755,13804,3567,1403,11806,7151,12173
11661,6679,5755,3567,7151,1403,12173,9415,9146,1823
7414,2487,8042,1255,7608,8399,6365,10275,5800,8991
10275,11661,6679,3567,5755,7151,12173,9146,1403,9415
7414,8042,7608,8399,8991,13256,5807,2352,2487,1094
10275,3818,7290,5870,570,11539,12090,4591,9527,8711
10275,5870,3818,7290,6889,5719,570,739,12391,11678
7414,6679,11661,5755,8042,7608,8863,1403,3567,8399
7414,13826,4790,8042,7608,10275,2487,9067,8399,6362
11661,6679,5755,3567,1403,7151,12173,9415,9146,1823
10275,3818,7290,5870,570,12090,11539,8711,11661,6679
6679,11661,5755,7414,3567,1403,12173,7151,9415,8042
11661,3592,6679,5755,10275,3567,11806,7151,12173,13804
4790,11432,13826,845,1459,9067,9349,6362,12262,12521
11661,6679,10275,5755,3567,1403,7151,12173,9415,9146
11661,10823,6679,5755,3567,12431,7151,1403,12173,9415
11661,6679,5755,3567,7151,1403,2736,12173,9146,9415
4790,13826,9067,1459,6362,209,9349,12262,6679,1701
10275,3818,7290,5870,570,11539,4591,12090,9527,8711
7414,8863,8042,8399,7608,4790,6679,5755,1403,1094
4790,9067,6362,1701,209,12262,13826,1512,2925,6435
11661,6679,5755,3567,1403,7151,12173,9415,9146,1823
7414,3592,6679,13804,11661,8042,5755,7608,10275,11806
11661,6679,5755,3567,1403,7151,12173,9415,9146,1823
6679,3592,11661,13804,5755,3567,4790,7693,1403,12173
4790,9067,6362,209,1701,12262,13826,2925,1512,6435
8863,5511,4862,10660,6133,7856,10620,13747,6744,11726
10275,3818,7290,5870,7414,570,8042,11539,4591,9527
4790,9067,6362,209,1701,12262,13826,2925,1512,6435
10275,13826,11432,1459,845,4790,5870,9349,9067,8483
11661,8154,3592,10823,13804,6679,5206,3567,5755,11806
11661,10823,3592,6679,11806,5755,3567,13804,7151,1403
4790,9067,6362,209,1701,12262,13826,2925,1512,6435
10275,4790,6679,3567,7290,3818,9067,11661,5755,6362
4790,9067,6362,5511,1701,12262,209,13826,1512,2925
10275,3818,7290,5870,570,11539,12090,9527,4591,8711
4790,3592,6679,7414,10275,5755,13826,11661,3567,9067
8863,3592,14119,11806,6679,11661,13804,5755,1486,13741
10275,3818,7290,5870,570,11539,12090,4591,9527,8711
11661,6679,5755,3567,1403,7151,12173,9415,9146,1823
10275,3818,7290,11661,6679,5870,570,3567,5755,12173
6679,11661,3567,5755,1403,12173,7151,4790,9146,9415
5511,4790,4862,10660,6133,13747,9067,7856,1701,13826
10275,5870,13826,4790,6889,3818,7290,12391,4869,9067
4790,13826,11432,9067,6362,845,1459,209,1701,9349
4790,9067,6362,209,6679,12262,1701,13826,5755,2925
10275,5870,839,13826,4790,1459,3818,11432,3463,7290
7414,2487,7354,8042,1255,7608,4996,6365,8399,13909
5511,4862,6133,10660,6679,11661,3567,7290,5755,12173
4790,9067,6362,209,7414,1701,12262,13826,2925,10275
10275,3818,7290,5870,570,11539,4591,9527,12090,8711
4790,9067,6362,10275,209,1701,12262,13826,2925,1512
10275,7414,3818,7290,8042,5870,570,7608,4790,12090
7414,8042,7608,8399,8991,13256,5807,2352,2487,1094
10275,3818,7290,5870,570,11539,12090,4591,8711,9527
7414,10660,14119,6744,5511,2487,767,10620,8863,9837
4790,9067,6362,209,1701,12262,13826,7414,2925,1512
11661,6679,5755,3567,1403,8863,7151,12173,9415,9146
10275,5719,5870,11678,3818,7290,739,9658,570,2206
5511,4862,10660,6133,13747,1988,11726,7856,6744,14263
4790,9067,6362,1701,209,12262,13826,1512,2925,8968
4790,845,11432,13826,839,9067,6362,9349,5222,209
7414,2487,8042,1255,7608,8399,6365,5800,8991,13909
10275,3818,7290,5870,570,11539,9527,4591,12090,8711
11661,6679,5755,3567,7151,1403,12173,9415,9146,1823
10275,3818,7290,5870,570,11539,9527,4591,12090,8711
11661,6679,5755,3567,1403,7151,12173,9146,9415,1823
6679,3592,11661,5755,13804,3567,1403,11806,7151,12173
4790,10660,13826,839,6744,10620,5511,4907,4592,9349
